,開催回,抽選日,抽選数字,year,month,day,weekday,hundred,ten,one
1457,第1458回,2004-12-14,609,2004,12,14,1,6,0,9
1458,第1459回,2004-12-15,869,2004,12,15,2,8,6,9
1459,第1460回,2004-12-16,377,2004,12,16,3,3,7,7
1460,第1461回,2004-12-17,279,2004,12,17,4,2,7,9
1461,第1462回,2004-12-20,799,2004,12,20,0,7,9,9
1462,第1463回,2004-12-21,344,2004,12,21,1,3,4,4
1463,第1464回,2004-12-22,082,2004,12,22,2,0,8,2
1464,第1465回,2004-12-23,824,2004,12,23,3,8,2,4
1465,第1466回,2004-12-24,095,2004,12,24,4,0,9,5
1466,第1467回,2004-12-27,625,2004,12,27,0,6,2,5
1467,第1468回,2004-12-28,497,2004,12,28,1,4,9,7
1468,第1469回,2004-12-29,213,2004,12,29,2,2,1,3
1469,第1470回,2004-12-30,815,2004,12,30,3,8,1,5
1470,第1471回,2005-01-04,902,2005,1,4,1,9,0,2
1471,第1472回,2005-01-05,227,2005,1,5,2,2,2,7
1472,第1473回,2005-01-06,429,2005,1,6,3,4,2,9
1473,第1474回,2005-01-07,784,2005,1,7,4,7,8,4
1474,第1475回,2005-01-10,576,2005,1,10,0,5,7,6
1475,第1476回,2005-01-11,055,2005,1,11,1,0,5,5
1476,第1477回,2005-01-12,275,2005,1,12,2,2,7,5
1477,第1478回,2005-01-13,137,2005,1,13,3,1,3,7
1478,第1479回,2005-01-14,536,2005,1,14,4,5,3,6
1479,第1480回,2005-01-17,809,2005,1,17,0,8,0,9
1480,第1481回,2005-01-18,328,2005,1,18,1,3,2,8
1481,第1482回,2005-01-19,423,2005,1,19,2,4,2,3
1482,第1483回,2005-01-20,780,2005,1,20,3,7,8,0
1483,第1484回,2005-01-21,026,2005,1,21,4,0,2,6
1484,第1485回,2005-01-24,369,2005,1,24,0,3,6,9
1485,第1486回,2005-01-25,526,2005,1,25,1,5,2,6
1486,第1487回,2005-01-26,465,2005,1,26,2,4,6,5
1487,第1488回,2005-01-27,968,2005,1,27,3,9,6,8
1488,第1489回,2005-01-28,218,2005,1,28,4,2,1,8
1489,第1490回,2005-01-31,807,2005,1,31,0,8,0,7
1490,第1491回,2005-02-01,287,2005,2,1,1,2,8,7
1491,第1492回,2005-02-02,997,2005,2,2,2,9,9,7
1492,第1493回,2005-02-03,313,2005,2,3,3,3,1,3
1493,第1494回,2005-02-04,800,2005,2,4,4,8,0,0
1494,第1495回,2005-02-07,601,2005,2,7,0,6,0,1
1495,第1496回,2005-02-08,742,2005,2,8,1,7,4,2
1496,第1497回,2005-02-09,738,2005,2,9,2,7,3,8
1497,第1498回,2005-02-10,754,2005,2,10,3,7,5,4
1498,第1499回,2005-02-11,196,2005,2,11,4,1,9,6
1499,第1500回,2005-02-14,453,2005,2,14,0,4,5,3
1500,第1501回,2005-02-15,793,2005,2,15,1,7,9,3
1501,第1502回,2005-02-16,556,2005,2,16,2,5,5,6
1502,第1503回,2005-02-17,533,2005,2,17,3,5,3,3
1503,第1504回,2005-02-18,058,2005,2,18,4,0,5,8
1504,第1505回,2005-02-21,419,2005,2,21,0,4,1,9
1505,第1506回,2005-02-22,063,2005,2,22,1,0,6,3
1506,第1507回,2005-02-23,379,2005,2,23,2,3,7,9
1507,第1508回,2005-02-24,928,2005,2,24,3,9,2,8
1508,第1509回,2005-02-25,613,2005,2,25,4,6,1,3
1509,第1510回,2005-02-28,917,2005,2,28,0,9,1,7
1510,第1511回,2005-03-01,212,2005,3,1,1,2,1,2
1511,第1512回,2005-03-02,887,2005,3,2,2,8,8,7
1512,第1513回,2005-03-03,970,2005,3,3,3,9,7,0
1513,第1514回,2005-03-04,707,2005,3,4,4,7,0,7
1514,第1515回,2005-03-07,412,2005,3,7,0,4,1,2
1515,第1516回,2005-03-08,603,2005,3,8,1,6,0,3
1516,第1517回,2005-03-09,578,2005,3,9,2,5,7,8
1517,第1518回,2005-03-10,266,2005,3,10,3,2,6,6
1518,第1519回,2005-03-11,384,2005,3,11,4,3,8,4
1519,第1520回,2005-03-14,680,2005,3,14,0,6,8,0
1520,第1521回,2005-03-15,087,2005,3,15,1,0,8,7
1521,第1522回,2005-03-16,776,2005,3,16,2,7,7,6
1522,第1523回,2005-03-17,387,2005,3,17,3,3,8,7
1523,第1524回,2005-03-18,319,2005,3,18,4,3,1,9
1524,第1525回,2005-03-21,729,2005,3,21,0,7,2,9
1525,第1526回,2005-03-22,963,2005,3,22,1,9,6,3
1526,第1527回,2005-03-23,751,2005,3,23,2,7,5,1
1527,第1528回,2005-03-24,948,2005,3,24,3,9,4,8
1528,第1529回,2005-03-25,235,2005,3,25,4,2,3,5
1529,第1530回,2005-03-28,686,2005,3,28,0,6,8,6
1530,第1531回,2005-03-29,857,2005,3,29,1,8,5,7
1531,第1532回,2005-03-30,786,2005,3,30,2,7,8,6
1532,第1533回,2005-03-31,716,2005,3,31,3,7,1,6
1533,第1534回,2005-04-01,084,2005,4,1,4,0,8,4
1534,第1535回,2005-04-04,567,2005,4,4,0,5,6,7
1535,第1536回,2005-04-05,414,2005,4,5,1,4,1,4
1536,第1537回,2005-04-06,482,2005,4,6,2,4,8,2
1537,第1538回,2005-04-07,507,2005,4,7,3,5,0,7
1538,第1539回,2005-04-08,215,2005,4,8,4,2,1,5
1539,第1540回,2005-04-11,350,2005,4,11,0,3,5,0
1540,第1541回,2005-04-12,776,2005,4,12,1,7,7,6
1541,第1542回,2005-04-13,043,2005,4,13,2,0,4,3
1542,第1543回,2005-04-14,400,2005,4,14,3,4,0,0
1543,第1544回,2005-04-15,190,2005,4,15,4,1,9,0
1544,第1545回,2005-04-18,629,2005,4,18,0,6,2,9
1545,第1546回,2005-04-19,841,2005,4,19,1,8,4,1
1546,第1547回,2005-04-20,073,2005,4,20,2,0,7,3
1547,第1548回,2005-04-21,942,2005,4,21,3,9,4,2
1548,第1549回,2005-04-22,203,2005,4,22,4,2,0,3
1549,第1550回,2005-04-25,560,2005,4,25,0,5,6,0
1550,第1551回,2005-04-26,788,2005,4,26,1,7,8,8
1551,第1552回,2005-04-27,530,2005,4,27,2,5,3,0
1552,第1553回,2005-04-28,178,2005,4,28,3,1,7,8
1553,第1554回,2005-04-29,589,2005,4,29,4,5,8,9
1554,第1555回,2005-05-02,459,2005,5,2,0,4,5,9
1555,第1556回,2005-05-03,250,2005,5,3,1,2,5,0
1556,第1557回,2005-05-04,222,2005,5,4,2,2,2,2
1557,第1558回,2005-05-05,781,2005,5,5,3,7,8,1
1558,第1559回,2005-05-06,614,2005,5,6,4,6,1,4
1559,第1560回,2005-05-09,973,2005,5,9,0,9,7,3
1560,第1561回,2005-05-10,378,2005,5,10,1,3,7,8
1561,第1562回,2005-05-11,453,2005,5,11,2,4,5,3
1562,第1563回,2005-05-12,542,2005,5,12,3,5,4,2
1563,第1564回,2005-05-13,241,2005,5,13,4,2,4,1
1564,第1565回,2005-05-16,565,2005,5,16,0,5,6,5
1565,第1566回,2005-05-17,182,2005,5,17,1,1,8,2
1566,第1567回,2005-05-18,016,2005,5,18,2,0,1,6
1567,第1568回,2005-05-19,204,2005,5,19,3,2,0,4
1568,第1569回,2005-05-20,529,2005,5,20,4,5,2,9
1569,第1570回,2005-05-23,827,2005,5,23,0,8,2,7
1570,第1571回,2005-05-24,660,2005,5,24,1,6,6,0
1571,第1572回,2005-05-25,597,2005,5,25,2,5,9,7
1572,第1573回,2005-05-26,917,2005,5,26,3,9,1,7
1573,第1574回,2005-05-27,835,2005,5,27,4,8,3,5
1574,第1575回,2005-05-30,659,2005,5,30,0,6,5,9
1575,第1576回,2005-05-31,392,2005,5,31,1,3,9,2
1576,第1577回,2005-06-01,634,2005,6,1,2,6,3,4
1577,第1578回,2005-06-02,363,2005,6,2,3,3,6,3
1578,第1579回,2005-06-03,327,2005,6,3,4,3,2,7
1579,第1580回,2005-06-06,042,2005,6,6,0,0,4,2
1580,第1581回,2005-06-07,100,2005,6,7,1,1,0,0
1581,第1582回,2005-06-08,920,2005,6,8,2,9,2,0
1582,第1583回,2005-06-09,287,2005,6,9,3,2,8,7
1583,第1584回,2005-06-10,217,2005,6,10,4,2,1,7
1584,第1585回,2005-06-13,709,2005,6,13,0,7,0,9
1585,第1586回,2005-06-14,885,2005,6,14,1,8,8,5
1586,第1587回,2005-06-15,368,2005,6,15,2,3,6,8
1587,第1588回,2005-06-16,769,2005,6,16,3,7,6,9
1588,第1589回,2005-06-17,351,2005,6,17,4,3,5,1
1589,第1590回,2005-06-20,097,2005,6,20,0,0,9,7
1590,第1591回,2005-06-21,671,2005,6,21,1,6,7,1
1591,第1592回,2005-06-22,402,2005,6,22,2,4,0,2
1592,第1593回,2005-06-23,378,2005,6,23,3,3,7,8
1593,第1594回,2005-06-24,377,2005,6,24,4,3,7,7
1594,第1595回,2005-06-27,065,2005,6,27,0,0,6,5
1595,第1596回,2005-06-28,095,2005,6,28,1,0,9,5
1596,第1597回,2005-06-29,747,2005,6,29,2,7,4,7
1597,第1598回,2005-06-30,395,2005,6,30,3,3,9,5
1598,第1599回,2005-07-01,332,2005,7,1,4,3,3,2
1599,第1600回,2005-07-04,146,2005,7,4,0,1,4,6
1600,第1601回,2005-07-05,899,2005,7,5,1,8,9,9
1601,第1602回,2005-07-06,885,2005,7,6,2,8,8,5
1602,第1603回,2005-07-07,762,2005,7,7,3,7,6,2
1603,第1604回,2005-07-08,382,2005,7,8,4,3,8,2
1604,第1605回,2005-07-11,964,2005,7,11,0,9,6,4
1605,第1606回,2005-07-12,312,2005,7,12,1,3,1,2
1606,第1607回,2005-07-13,382,2005,7,13,2,3,8,2
1607,第1608回,2005-07-14,318,2005,7,14,3,3,1,8
1608,第1609回,2005-07-15,430,2005,7,15,4,4,3,0
1609,第1610回,2005-07-18,922,2005,7,18,0,9,2,2
1610,第1611回,2005-07-19,441,2005,7,19,1,4,4,1
1611,第1612回,2005-07-20,261,2005,7,20,2,2,6,1
1612,第1613回,2005-07-21,465,2005,7,21,3,4,6,5
1613,第1614回,2005-07-22,861,2005,7,22,4,8,6,1
1614,第1615回,2005-07-25,448,2005,7,25,0,4,4,8
1615,第1616回,2005-07-26,347,2005,7,26,1,3,4,7
1616,第1617回,2005-07-27,726,2005,7,27,2,7,2,6
1617,第1618回,2005-07-28,720,2005,7,28,3,7,2,0
1618,第1619回,2005-07-29,319,2005,7,29,4,3,1,9
1619,第1620回,2005-08-01,424,2005,8,1,0,4,2,4
1620,第1621回,2005-08-02,482,2005,8,2,1,4,8,2
1621,第1622回,2005-08-03,943,2005,8,3,2,9,4,3
1622,第1623回,2005-08-04,934,2005,8,4,3,9,3,4
1623,第1624回,2005-08-05,977,2005,8,5,4,9,7,7
1624,第1625回,2005-08-08,929,2005,8,8,0,9,2,9
1625,第1626回,2005-08-09,168,2005,8,9,1,1,6,8
1626,第1627回,2005-08-10,368,2005,8,10,2,3,6,8
1627,第1628回,2005-08-11,607,2005,8,11,3,6,0,7
1628,第1629回,2005-08-12,660,2005,8,12,4,6,6,0
1629,第1630回,2005-08-15,626,2005,8,15,0,6,2,6
1630,第1631回,2005-08-16,755,2005,8,16,1,7,5,5
1631,第1632回,2005-08-17,486,2005,8,17,2,4,8,6
1632,第1633回,2005-08-18,868,2005,8,18,3,8,6,8
1633,第1634回,2005-08-19,077,2005,8,19,4,0,7,7
1634,第1635回,2005-08-22,509,2005,8,22,0,5,0,9
1635,第1636回,2005-08-23,980,2005,8,23,1,9,8,0
1636,第1637回,2005-08-24,644,2005,8,24,2,6,4,4
1637,第1638回,2005-08-25,451,2005,8,25,3,4,5,1
1638,第1639回,2005-08-26,501,2005,8,26,4,5,0,1
1639,第1640回,2005-08-29,787,2005,8,29,0,7,8,7
1640,第1641回,2005-08-30,439,2005,8,30,1,4,3,9
1641,第1642回,2005-08-31,060,2005,8,31,2,0,6,0
1642,第1643回,2005-09-01,948,2005,9,1,3,9,4,8
1643,第1644回,2005-09-02,917,2005,9,2,4,9,1,7
1644,第1645回,2005-09-05,792,2005,9,5,0,7,9,2
1645,第1646回,2005-09-06,353,2005,9,6,1,3,5,3
1646,第1647回,2005-09-07,057,2005,9,7,2,0,5,7
1647,第1648回,2005-09-08,633,2005,9,8,3,6,3,3
1648,第1649回,2005-09-09,722,2005,9,9,4,7,2,2
1649,第1650回,2005-09-12,775,2005,9,12,0,7,7,5
1650,第1651回,2005-09-13,839,2005,9,13,1,8,3,9
1651,第1652回,2005-09-14,059,2005,9,14,2,0,5,9
1652,第1653回,2005-09-15,975,2005,9,15,3,9,7,5
1653,第1654回,2005-09-16,638,2005,9,16,4,6,3,8
1654,第1655回,2005-09-19,927,2005,9,19,0,9,2,7
1655,第1656回,2005-09-20,784,2005,9,20,1,7,8,4
1656,第1657回,2005-09-21,198,2005,9,21,2,1,9,8
1657,第1658回,2005-09-22,896,2005,9,22,3,8,9,6
1658,第1659回,2005-09-23,823,2005,9,23,4,8,2,3
1659,第1660回,2005-09-26,554,2005,9,26,0,5,5,4
1660,第1661回,2005-09-27,138,2005,9,27,1,1,3,8
1661,第1662回,2005-09-28,783,2005,9,28,2,7,8,3
1662,第1663回,2005-09-29,852,2005,9,29,3,8,5,2
1663,第1664回,2005-09-30,542,2005,9,30,4,5,4,2
1664,第1665回,2005-10-03,571,2005,10,3,0,5,7,1
1665,第1666回,2005-10-04,193,2005,10,4,1,1,9,3
1666,第1667回,2005-10-05,928,2005,10,5,2,9,2,8
1667,第1668回,2005-10-06,616,2005,10,6,3,6,1,6
1668,第1669回,2005-10-07,026,2005,10,7,4,0,2,6
1669,第1670回,2005-10-10,968,2005,10,10,0,9,6,8
1670,第1671回,2005-10-11,175,2005,10,11,1,1,7,5
1671,第1672回,2005-10-12,990,2005,10,12,2,9,9,0
1672,第1673回,2005-10-13,871,2005,10,13,3,8,7,1
1673,第1674回,2005-10-14,673,2005,10,14,4,6,7,3
1674,第1675回,2005-10-17,269,2005,10,17,0,2,6,9
1675,第1676回,2005-10-18,448,2005,10,18,1,4,4,8
1676,第1677回,2005-10-19,288,2005,10,19,2,2,8,8
1677,第1678回,2005-10-20,775,2005,10,20,3,7,7,5
1678,第1679回,2005-10-21,650,2005,10,21,4,6,5,0
1679,第1680回,2005-10-24,832,2005,10,24,0,8,3,2
1680,第1681回,2005-10-25,741,2005,10,25,1,7,4,1
1681,第1682回,2005-10-26,237,2005,10,26,2,2,3,7
1682,第1683回,2005-10-27,797,2005,10,27,3,7,9,7
1683,第1684回,2005-10-28,461,2005,10,28,4,4,6,1
1684,第1685回,2005-10-31,453,2005,10,31,0,4,5,3
1685,第1686回,2005-11-01,015,2005,11,1,1,0,1,5
1686,第1687回,2005-11-02,097,2005,11,2,2,0,9,7
1687,第1688回,2005-11-03,918,2005,11,3,3,9,1,8
1688,第1689回,2005-11-04,357,2005,11,4,4,3,5,7
1689,第1690回,2005-11-07,559,2005,11,7,0,5,5,9
1690,第1691回,2005-11-08,180,2005,11,8,1,1,8,0
1691,第1692回,2005-11-09,538,2005,11,9,2,5,3,8
1692,第1693回,2005-11-10,906,2005,11,10,3,9,0,6
1693,第1694回,2005-11-11,808,2005,11,11,4,8,0,8
1694,第1695回,2005-11-14,639,2005,11,14,0,6,3,9
1695,第1696回,2005-11-15,948,2005,11,15,1,9,4,8
1696,第1697回,2005-11-16,893,2005,11,16,2,8,9,3
1697,第1698回,2005-11-17,533,2005,11,17,3,5,3,3
1698,第1699回,2005-11-18,047,2005,11,18,4,0,4,7
1699,第1700回,2005-11-21,844,2005,11,21,0,8,4,4
1700,第1701回,2005-11-22,678,2005,11,22,1,6,7,8
1701,第1702回,2005-11-23,469,2005,11,23,2,4,6,9
1702,第1703回,2005-11-24,449,2005,11,24,3,4,4,9
1703,第1704回,2005-11-25,924,2005,11,25,4,9,2,4
1704,第1705回,2005-11-28,759,2005,11,28,0,7,5,9
1705,第1706回,2005-11-29,855,2005,11,29,1,8,5,5
1706,第1707回,2005-11-30,104,2005,11,30,2,1,0,4
1707,第1708回,2005-12-01,463,2005,12,1,3,4,6,3
1708,第1709回,2005-12-02,477,2005,12,2,4,4,7,7
1709,第1710回,2005-12-05,692,2005,12,5,0,6,9,2
1710,第1711回,2005-12-06,803,2005,12,6,1,8,0,3
1711,第1712回,2005-12-07,280,2005,12,7,2,2,8,0
1712,第1713回,2005-12-08,101,2005,12,8,3,1,0,1
1713,第1714回,2005-12-09,347,2005,12,9,4,3,4,7
1714,第1715回,2005-12-12,846,2005,12,12,0,8,4,6
1715,第1716回,2005-12-13,792,2005,12,13,1,7,9,2
1716,第1717回,2005-12-14,610,2005,12,14,2,6,1,0
1717,第1718回,2005-12-15,161,2005,12,15,3,1,6,1
1718,第1719回,2005-12-16,257,2005,12,16,4,2,5,7
1719,第1720回,2005-12-19,028,2005,12,19,0,0,2,8
1720,第1721回,2005-12-20,033,2005,12,20,1,0,3,3
1721,第1722回,2005-12-21,863,2005,12,21,2,8,6,3
1722,第1723回,2005-12-22,164,2005,12,22,3,1,6,4
1723,第1724回,2005-12-23,616,2005,12,23,4,6,1,6
1724,第1725回,2005-12-26,916,2005,12,26,0,9,1,6
1725,第1726回,2005-12-27,836,2005,12,27,1,8,3,6
1726,第1727回,2005-12-28,646,2005,12,28,2,6,4,6
1727,第1728回,2005-12-29,908,2005,12,29,3,9,0,8
1728,第1729回,2005-12-30,062,2005,12,30,4,0,6,2
1729,第1730回,2006-01-04,266,2006,1,4,2,2,6,6
1730,第1731回,2006-01-05,998,2006,1,5,3,9,9,8
1731,第1732回,2006-01-06,119,2006,1,6,4,1,1,9
1732,第1733回,2006-01-09,674,2006,1,9,0,6,7,4
1733,第1734回,2006-01-10,897,2006,1,10,1,8,9,7
1734,第1735回,2006-01-11,733,2006,1,11,2,7,3,3
1735,第1736回,2006-01-12,675,2006,1,12,3,6,7,5
1736,第1737回,2006-01-13,433,2006,1,13,4,4,3,3
1737,第1738回,2006-01-16,771,2006,1,16,0,7,7,1
1738,第1739回,2006-01-17,884,2006,1,17,1,8,8,4
1739,第1740回,2006-01-18,801,2006,1,18,2,8,0,1
1740,第1741回,2006-01-19,503,2006,1,19,3,5,0,3
1741,第1742回,2006-01-20,916,2006,1,20,4,9,1,6
1742,第1743回,2006-01-23,846,2006,1,23,0,8,4,6
1743,第1744回,2006-01-24,188,2006,1,24,1,1,8,8
1744,第1745回,2006-01-25,979,2006,1,25,2,9,7,9
1745,第1746回,2006-01-26,293,2006,1,26,3,2,9,3
1746,第1747回,2006-01-27,562,2006,1,27,4,5,6,2
1747,第1748回,2006-01-30,021,2006,1,30,0,0,2,1
1748,第1749回,2006-01-31,696,2006,1,31,1,6,9,6
1749,第1750回,2006-02-01,870,2006,2,1,2,8,7,0
1750,第1751回,2006-02-02,634,2006,2,2,3,6,3,4
1751,第1752回,2006-02-03,092,2006,2,3,4,0,9,2
1752,第1753回,2006-02-06,086,2006,2,6,0,0,8,6
1753,第1754回,2006-02-07,559,2006,2,7,1,5,5,9
1754,第1755回,2006-02-08,571,2006,2,8,2,5,7,1
1755,第1756回,2006-02-09,029,2006,2,9,3,0,2,9
1756,第1757回,2006-02-10,064,2006,2,10,4,0,6,4
1757,第1758回,2006-02-13,148,2006,2,13,0,1,4,8
1758,第1759回,2006-02-14,358,2006,2,14,1,3,5,8
1759,第1760回,2006-02-15,399,2006,2,15,2,3,9,9
1760,第1761回,2006-02-16,901,2006,2,16,3,9,0,1
1761,第1762回,2006-02-17,484,2006,2,17,4,4,8,4
1762,第1763回,2006-02-20,606,2006,2,20,0,6,0,6
1763,第1764回,2006-02-21,433,2006,2,21,1,4,3,3
1764,第1765回,2006-02-22,131,2006,2,22,2,1,3,1
1765,第1766回,2006-02-23,455,2006,2,23,3,4,5,5
1766,第1767回,2006-02-24,965,2006,2,24,4,9,6,5
1767,第1768回,2006-02-27,743,2006,2,27,0,7,4,3
1768,第1769回,2006-02-28,617,2006,2,28,1,6,1,7
1769,第1770回,2006-03-01,755,2006,3,1,2,7,5,5
1770,第1771回,2006-03-02,679,2006,3,2,3,6,7,9
1771,第1772回,2006-03-03,643,2006,3,3,4,6,4,3
1772,第1773回,2006-03-06,032,2006,3,6,0,0,3,2
1773,第1774回,2006-03-07,431,2006,3,7,1,4,3,1
1774,第1775回,2006-03-08,050,2006,3,8,2,0,5,0
1775,第1776回,2006-03-09,259,2006,3,9,3,2,5,9
1776,第1777回,2006-03-10,331,2006,3,10,4,3,3,1
1777,第1778回,2006-03-13,831,2006,3,13,0,8,3,1
1778,第1779回,2006-03-14,321,2006,3,14,1,3,2,1
1779,第1780回,2006-03-15,164,2006,3,15,2,1,6,4
1780,第1781回,2006-03-16,020,2006,3,16,3,0,2,0
1781,第1782回,2006-03-17,435,2006,3,17,4,4,3,5
1782,第1783回,2006-03-20,790,2006,3,20,0,7,9,0
1783,第1784回,2006-03-21,955,2006,3,21,1,9,5,5
1784,第1785回,2006-03-22,645,2006,3,22,2,6,4,5
1785,第1786回,2006-03-23,323,2006,3,23,3,3,2,3
1786,第1787回,2006-03-24,678,2006,3,24,4,6,7,8
1787,第1788回,2006-03-27,740,2006,3,27,0,7,4,0
1788,第1789回,2006-03-28,794,2006,3,28,1,7,9,4
1789,第1790回,2006-03-29,619,2006,3,29,2,6,1,9
1790,第1791回,2006-03-30,853,2006,3,30,3,8,5,3
1791,第1792回,2006-03-31,261,2006,3,31,4,2,6,1
1792,第1793回,2006-04-03,630,2006,4,3,0,6,3,0
1793,第1794回,2006-04-04,028,2006,4,4,1,0,2,8
1794,第1795回,2006-04-05,439,2006,4,5,2,4,3,9
1795,第1796回,2006-04-06,587,2006,4,6,3,5,8,7
1796,第1797回,2006-04-07,829,2006,4,7,4,8,2,9
1797,第1798回,2006-04-10,748,2006,4,10,0,7,4,8
1798,第1799回,2006-04-11,490,2006,4,11,1,4,9,0
1799,第1800回,2006-04-12,483,2006,4,12,2,4,8,3
1800,第1801回,2006-04-13,575,2006,4,13,3,5,7,5
1801,第1802回,2006-04-14,372,2006,4,14,4,3,7,2
1802,第1803回,2006-04-17,575,2006,4,17,0,5,7,5
1803,第1804回,2006-04-18,273,2006,4,18,1,2,7,3
1804,第1805回,2006-04-19,115,2006,4,19,2,1,1,5
1805,第1806回,2006-04-20,872,2006,4,20,3,8,7,2
1806,第1807回,2006-04-21,036,2006,4,21,4,0,3,6
1807,第1808回,2006-04-24,422,2006,4,24,0,4,2,2
1808,第1809回,2006-04-25,913,2006,4,25,1,9,1,3
1809,第1810回,2006-04-26,940,2006,4,26,2,9,4,0
1810,第1811回,2006-04-27,528,2006,4,27,3,5,2,8
1811,第1812回,2006-04-28,326,2006,4,28,4,3,2,6
1812,第1813回,2006-05-01,686,2006,5,1,0,6,8,6
1813,第1814回,2006-05-02,735,2006,5,2,1,7,3,5
1814,第1815回,2006-05-03,049,2006,5,3,2,0,4,9
1815,第1816回,2006-05-04,861,2006,5,4,3,8,6,1
1816,第1817回,2006-05-05,074,2006,5,5,4,0,7,4
1817,第1818回,2006-05-08,387,2006,5,8,0,3,8,7
1818,第1819回,2006-05-09,212,2006,5,9,1,2,1,2
1819,第1820回,2006-05-10,694,2006,5,10,2,6,9,4
1820,第1821回,2006-05-11,994,2006,5,11,3,9,9,4
1821,第1822回,2006-05-12,176,2006,5,12,4,1,7,6
1822,第1823回,2006-05-15,109,2006,5,15,0,1,0,9
1823,第1824回,2006-05-16,423,2006,5,16,1,4,2,3
1824,第1825回,2006-05-17,694,2006,5,17,2,6,9,4
1825,第1826回,2006-05-18,299,2006,5,18,3,2,9,9
1826,第1827回,2006-05-19,908,2006,5,19,4,9,0,8
1827,第1828回,2006-05-22,493,2006,5,22,0,4,9,3
1828,第1829回,2006-05-23,962,2006,5,23,1,9,6,2
1829,第1830回,2006-05-24,287,2006,5,24,2,2,8,7
1830,第1831回,2006-05-25,941,2006,5,25,3,9,4,1
1831,第1832回,2006-05-26,598,2006,5,26,4,5,9,8
1832,第1833回,2006-05-29,873,2006,5,29,0,8,7,3
1833,第1834回,2006-05-30,293,2006,5,30,1,2,9,3
1834,第1835回,2006-05-31,896,2006,5,31,2,8,9,6
1835,第1836回,2006-06-01,792,2006,6,1,3,7,9,2
1836,第1837回,2006-06-02,198,2006,6,2,4,1,9,8
1837,第1838回,2006-06-05,173,2006,6,5,0,1,7,3
1838,第1839回,2006-06-06,850,2006,6,6,1,8,5,0
1839,第1840回,2006-06-07,795,2006,6,7,2,7,9,5
1840,第1841回,2006-06-08,858,2006,6,8,3,8,5,8
1841,第1842回,2006-06-09,640,2006,6,9,4,6,4,0
1842,第1843回,2006-06-12,269,2006,6,12,0,2,6,9
1843,第1844回,2006-06-13,178,2006,6,13,1,1,7,8
1844,第1845回,2006-06-14,333,2006,6,14,2,3,3,3
1845,第1846回,2006-06-15,862,2006,6,15,3,8,6,2
1846,第1847回,2006-06-16,612,2006,6,16,4,6,1,2
1847,第1848回,2006-06-19,696,2006,6,19,0,6,9,6
1848,第1849回,2006-06-20,127,2006,6,20,1,1,2,7
1849,第1850回,2006-06-21,691,2006,6,21,2,6,9,1
1850,第1851回,2006-06-22,150,2006,6,22,3,1,5,0
1851,第1852回,2006-06-23,572,2006,6,23,4,5,7,2
1852,第1853回,2006-06-26,420,2006,6,26,0,4,2,0
1853,第1854回,2006-06-27,980,2006,6,27,1,9,8,0
1854,第1855回,2006-06-28,567,2006,6,28,2,5,6,7
1855,第1856回,2006-06-29,618,2006,6,29,3,6,1,8
1856,第1857回,2006-06-30,218,2006,6,30,4,2,1,8
1857,第1858回,2006-07-03,878,2006,7,3,0,8,7,8
1858,第1859回,2006-07-04,878,2006,7,4,1,8,7,8
1859,第1860回,2006-07-05,117,2006,7,5,2,1,1,7
1860,第1861回,2006-07-06,095,2006,7,6,3,0,9,5
1861,第1862回,2006-07-07,890,2006,7,7,4,8,9,0
1862,第1863回,2006-07-10,236,2006,7,10,0,2,3,6
1863,第1864回,2006-07-11,926,2006,7,11,1,9,2,6
1864,第1865回,2006-07-12,299,2006,7,12,2,2,9,9
1865,第1866回,2006-07-13,675,2006,7,13,3,6,7,5
1866,第1867回,2006-07-14,702,2006,7,14,4,7,0,2
1867,第1868回,2006-07-17,733,2006,7,17,0,7,3,3
1868,第1869回,2006-07-18,544,2006,7,18,1,5,4,4
1869,第1870回,2006-07-19,847,2006,7,19,2,8,4,7
1870,第1871回,2006-07-20,973,2006,7,20,3,9,7,3
1871,第1872回,2006-07-21,496,2006,7,21,4,4,9,6
1872,第1873回,2006-07-24,638,2006,7,24,0,6,3,8
1873,第1874回,2006-07-25,806,2006,7,25,1,8,0,6
1874,第1875回,2006-07-26,666,2006,7,26,2,6,6,6
1875,第1876回,2006-07-27,129,2006,7,27,3,1,2,9
1876,第1877回,2006-07-28,190,2006,7,28,4,1,9,0
1877,第1878回,2006-07-31,141,2006,7,31,0,1,4,1
1878,第1879回,2006-08-01,742,2006,8,1,1,7,4,2
1879,第1880回,2006-08-02,674,2006,8,2,2,6,7,4
1880,第1881回,2006-08-03,558,2006,8,3,3,5,5,8
1881,第1882回,2006-08-04,914,2006,8,4,4,9,1,4
1882,第1883回,2006-08-07,076,2006,8,7,0,0,7,6
1883,第1884回,2006-08-08,528,2006,8,8,1,5,2,8
1884,第1885回,2006-08-09,051,2006,8,9,2,0,5,1
1885,第1886回,2006-08-10,932,2006,8,10,3,9,3,2
1886,第1887回,2006-08-11,172,2006,8,11,4,1,7,2
1887,第1888回,2006-08-14,370,2006,8,14,0,3,7,0
1888,第1889回,2006-08-15,647,2006,8,15,1,6,4,7
1889,第1890回,2006-08-16,269,2006,8,16,2,2,6,9
1890,第1891回,2006-08-17,924,2006,8,17,3,9,2,4
1891,第1892回,2006-08-18,183,2006,8,18,4,1,8,3
1892,第1893回,2006-08-21,856,2006,8,21,0,8,5,6
